date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:26:32	450238/450238	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22674c8007-6debe%22	https://html.themestransmit.com/minfo-tailwind/assets/fonts/fa-regular-400.eot?	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/fonts/fa-regular-400d41d.eot	(from https://html.themestransmit.com/minfo-tailwind/assets/css/fontAwesome5Pro.css)
06:26:33	450238/450238	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22674c8007-6debe%22	https://html.themestransmit.com/minfo-tailwind/assets/fonts/fa-regular-400.eot	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/fonts/fa-regular-400.eot	(from https://html.themestransmit.com/minfo-tailwind/assets/css/fontAwesome5Pro.css)
06:26:33	168824/168824	---M--	200	added ('OK')	font/woff2	etag:%22674c8007-29378%22	https://html.themestransmit.com/minfo-tailwind/assets/fonts/fa-regular-400.woff2	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/fonts/fa-regular-400.woff2	(from https://html.themestransmit.com/minfo-tailwind/assets/css/fontAwesome5Pro.css)
06:26:33	2660033/2660033	---M--	200	added ('OK')	image/svg+xml	etag:%22674c8007-2896c1%22	https://html.themestransmit.com/minfo-tailwind/assets/fonts/fa-duotone-900.svg	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/fonts/fa-duotone-900.svg	(from https://html.themestransmit.com/minfo-tailwind/assets/css/fontAwesome5Pro.css)
06:26:35	224592/224592	---M--	200	added ('OK')	font/woff	etag:%22674c8007-36d50%22	https://html.themestransmit.com/minfo-tailwind/assets/fonts/fa-regular-400.woff	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/fonts/fa-regular-400.woff	(from https://html.themestransmit.com/minfo-tailwind/assets/css/fontAwesome5Pro.css)
06:26:35	2444593/2444593	---M--	200	added ('OK')	image/svg+xml	etag:%22674c8007-254d31%22	https://html.themestransmit.com/minfo-tailwind/assets/fonts/fa-light-300.svg	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/fonts/fa-light-300.svg	(from https://html.themestransmit.com/minfo-tailwind/assets/css/fontAwesome5Pro.css)
06:26:36	449944/449944	---M--	200	added ('OK')	application/octet-stream	etag:%22674c8007-6dd98%22	https://html.themestransmit.com/minfo-tailwind/assets/fonts/fa-regular-400.ttf	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/fonts/fa-regular-400.ttf	(from https://html.themestransmit.com/minfo-tailwind/assets/css/fontAwesome5Pro.css)
06:26:37	384110/384110	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22674c8007-5dc6e%22	https://html.themestransmit.com/minfo-tailwind/assets/fonts/fa-solid-900.eot	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/fonts/fa-solid-900.eot	(from https://html.themestransmit.com/minfo-tailwind/assets/css/fontAwesome5Pro.css)
06:26:37	137104/137104	---M--	200	added ('OK')	font/woff2	etag:%22674c8007-21790%22	https://html.themestransmit.com/minfo-tailwind/assets/fonts/fa-solid-900.woff2	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/fonts/fa-solid-900.woff2	(from https://html.themestransmit.com/minfo-tailwind/assets/css/fontAwesome5Pro.css)
06:26:37	384110/384110	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22674c8007-5dc6e%22	https://html.themestransmit.com/minfo-tailwind/assets/fonts/fa-solid-900.eot?	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/fonts/fa-solid-900d41d.eot	(from https://html.themestransmit.com/minfo-tailwind/assets/css/fontAwesome5Pro.css)
06:26:38	2182455/2182455	---M--	200	added ('OK')	image/svg+xml	etag:%22674c8007-214d37%22	https://html.themestransmit.com/minfo-tailwind/assets/fonts/fa-regular-400.svg	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/fonts/fa-regular-400.svg	(from https://html.themestransmit.com/minfo-tailwind/assets/css/fontAwesome5Pro.css)
06:26:39	183368/183368	---M--	200	added ('OK')	font/woff	etag:%22674c8007-2cc48%22	https://html.themestransmit.com/minfo-tailwind/assets/fonts/fa-solid-900.woff	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/fonts/fa-solid-900.woff	(from https://html.themestransmit.com/minfo-tailwind/assets/css/fontAwesome5Pro.css)
06:26:39	383828/383828	---M--	200	added ('OK')	application/octet-stream	etag:%22674c8007-5db54%22	https://html.themestransmit.com/minfo-tailwind/assets/fonts/fa-solid-900.ttf	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/fonts/fa-solid-900.ttf	(from https://html.themestransmit.com/minfo-tailwind/assets/css/fontAwesome5Pro.css)
06:26:40	1784910/1784910	---M--	200	added ('OK')	image/svg+xml	etag:%22674c8007-1b3c4e%22	https://html.themestransmit.com/minfo-tailwind/assets/fonts/fa-solid-900.svg	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/fonts/fa-solid-900.svg	(from https://html.themestransmit.com/minfo-tailwind/assets/css/fontAwesome5Pro.css)
06:26:41	1054/1054	---M-Z	200	added ('OK')	text/plain	etag:%22d4d-639967babd3c0-gzip%22	https://www.w3.org/robots.txt		(from https://html.themestransmit.com/minfo-tailwind/index.html)
06:26:43	76426/76426	---M--	200	added ('OK')	image/png	etag:%22674c8007-12a8a%22	https://html.themestransmit.com/minfo-tailwind/assets/img/portfolio/portfolio-img1-2.png	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/img/portfolio/portfolio-img1-2.png	(from https://html.themestransmit.com/minfo-tailwind/project-single.html)
06:26:43	353049/353049	---M--	200	added ('OK')	image/png	etag:%22674c8007-56319%22	https://html.themestransmit.com/minfo-tailwind/assets/img/portfolio/portfolio-img1-xl.png	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/img/portfolio/portfolio-img1-xl.png	(from https://html.themestransmit.com/minfo-tailwind/project-single.html)
06:26:43	91531/91531	---M--	200	added ('OK')	image/png	etag:%22674c8007-1658b%22	https://html.themestransmit.com/minfo-tailwind/assets/img/portfolio/portfolio-img1-1.png	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/img/portfolio/portfolio-img1-1.png	(from https://html.themestransmit.com/minfo-tailwind/project-single.html)
06:26:43	207296/207296	---M--	200	added ('OK')	image/png	etag:%22674c8007-329c0%22	https://html.themestransmit.com/minfo-tailwind/assets/img/portfolio/portfolio-img5.png	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/img/portfolio/portfolio-img5.png	(from https://html.themestransmit.com/minfo-tailwind/all-projects.html)
06:26:46	209618/209618	---M--	200	added ('OK')	image/png	etag:%22674c8007-332d2%22	https://html.themestransmit.com/minfo-tailwind/assets/img/portfolio/portfolio-img6.png	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/img/portfolio/portfolio-img6.png	(from https://html.themestransmit.com/minfo-tailwind/all-projects.html)
06:26:46	102446/102446	---M--	200	added ('OK')	image/png	etag:%22674c8007-1902e%22	https://html.themestransmit.com/minfo-tailwind/assets/img/portfolio/portfolio-img9.png	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/img/portfolio/portfolio-img9.png	(from https://html.themestransmit.com/minfo-tailwind/all-projects.html)
06:26:46	117452/117452	---M--	200	added ('OK')	image/png	etag:%22674c8007-1cacc%22	https://html.themestransmit.com/minfo-tailwind/assets/img/portfolio/portfolio-img10.png	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/img/portfolio/portfolio-img10.png	(from https://html.themestransmit.com/minfo-tailwind/all-projects.html)
06:26:47	133344/133344	---M--	200	added ('OK')	image/png	etag:%22674c8007-208e0%22	https://html.themestransmit.com/minfo-tailwind/assets/img/blog/article-inner2.png	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/img/blog/article-inner2.png	(from https://html.themestransmit.com/minfo-tailwind/article-details.html)
06:26:47	167526/167526	---M--	200	added ('OK')	image/png	etag:%22674c8007-28e66%22	https://html.themestransmit.com/minfo-tailwind/assets/img/blog/article-inner1.png	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/img/blog/article-inner1.png	(from https://html.themestransmit.com/minfo-tailwind/article-details.html)
06:26:47	401712/401712	---M--	200	added ('OK')	image/png	etag:%22674c8007-62130%22	https://html.themestransmit.com/minfo-tailwind/assets/img/blog/article1-xl.png	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/img/blog/article1-xl.png	(from https://html.themestransmit.com/minfo-tailwind/article-details.html)
06:26:47	6979/6979	---M--	200	added ('OK')	image/png	etag:%22674c8007-1b43%22	https://html.themestransmit.com/minfo-tailwind/assets/img/blog/comment-author.png	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/img/blog/comment-author.png	(from https://html.themestransmit.com/minfo-tailwind/article-details.html)
06:26:49	6348/6348	---M--	200	added ('OK')	image/png	etag:%22674c8007-18cc%22	https://html.themestransmit.com/minfo-tailwind/assets/img/blog/comment-author2.png	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/img/blog/comment-author2.png	(from https://html.themestransmit.com/minfo-tailwind/article-details.html)
06:26:51	164632/164632	---M--	200	added ('OK')	image/png	etag:%22674c8007-28318%22	https://html.themestransmit.com/minfo-tailwind/assets/img/blog/article4.png	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/img/blog/article4.png	(from https://html.themestransmit.com/minfo-tailwind/all-blogs.html)
06:26:53	146542/146542	---M--	200	added ('OK')	image/png	etag:%22674c8007-23c6e%22	https://html.themestransmit.com/minfo-tailwind/assets/img/blog/article5.png	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/img/blog/article5.png	(from https://html.themestransmit.com/minfo-tailwind/all-blogs.html)
06:26:55	122154/122154	---M--	200	added ('OK')	image/png	etag:%22674c8007-1dd2a%22	https://html.themestransmit.com/minfo-tailwind/assets/img/blog/article6.png	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/html.themestransmit.com/minfo-tailwind/assets/img/blog/article6.png	(from https://html.themestransmit.com/minfo-tailwind/all-blogs.html)
06:26:55	1852/1852	---MCZ	200	added ('OK')	text/plain	date:Wed,%2025%20Jun%202025%2014:00:00%20GMT	https://www.google.com/robots.txt		(from https://html.themestransmit.com/minfo-tailwind/index.html)
06:27:13	232353/232353	---M--	200	added ('OK')	text/javascript	date:Tue,%2022%20Jul%202025%2012:08:53%20GMT	https://maps.gstatic.com/maps-api-v3/embed/js/61/11a/init_embed.js	C:/My%20Web%20Sites/portfolio%20themetransmit%20green/maps.gstatic.com/maps-api-v3/embed/js/61/11a/init_embed.js	(from https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d25908.703277839155!2d-74.18208878159237!3d40.640176526919696!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x89c24fa5d33f083b%3A0xc80b8f06e177fe62!2sNew%20York%2C%20NY%2C%20USA!5e0!3m2!1sen!2sbd!4v1699271377092!5m2!1sen!2sbd)
